,Location,Type,Amount,Year
8567,Elgol Primary School,Electric kWh,24451.9999999646,2019/20
8568,Elgol Primary School,Gas kWh,0.0,2019/20
8569,Elgol Primary School,Oil kWh,0.0,2019/20
8570,Elgol Primary School,Propane kWh,0.0,2019/20
8571,Elgol Primary School,Water m3,20.9999999868,2019/20
8572,Equipment Store 14-16 Seafield Road,Biomass kWh,0.0,2019/20
8573,Equipment Store 14-16 Seafield Road,Electric kWh,0.0,2019/20
8574,Equipment Store 14-16 Seafield Road,Gas kWh,0.0,2019/20
8575,Equipment Store 14-16 Seafield Road,Oil kWh,0.0,2019/20
8576,Equipment Store 14-16 Seafield Road,Propane kWh,0.0,2019/20
8577,Equipment Store 14-16 Seafield Road,Water m3,608.9999999784,2019/20
8578,Farr High School,Biomass kWh,651243.999999981,2019/20
8579,Farr High School,Electric kWh,160477.399999968,2019/20
8580,Farr High School,Gas kWh,0.0,2019/20
8581,Farr High School,Oil kWh,0.0,2019/20
8582,Farr High School,Propane kWh,0.0,2019/20
8583,Farr High School,Water m3,0.0,2019/20
8584,Farr Primary School,Biomass kWh,0.0,2019/20
8585,Farr Primary School,Electric kWh,88193.0628571277,2019/20
8586,Farr Primary School,Gas kWh,0.0,2019/20
8587,Farr Primary School,Oil kWh,0.0,2019/20
8588,Farr Primary School,Propane kWh,0.0,2019/20
8589,Farr Primary School,Water m3,638.9999999813,2019/20
8590,Fascally Pavilion,Biomass kWh,0.0,2019/20
8591,Fascally Pavilion,Electric kWh,0.0,2019/20
8592,Fascally Pavilion,Gas kWh,0.0,2019/20
8593,Fascally Pavilion,Oil kWh,0.0,2019/20
8594,Fascally Pavilion,Propane kWh,0.0,2019/20
8595,Fascally Pavilion,Water m3,119.9999999774,2019/20
8596,Fearn Public Hall,Biomass kWh,0.0,2019/20
8597,Fearn Public Hall,Electric kWh,959.9999999866,2019/20
8598,Fearn Public Hall,Gas kWh,0.0,2019/20
8599,Fearn Public Hall,Oil kWh,0.0,2019/20
8600,Fearn Public Hall,Propane kWh,0.0,2019/20
8601,Fearn Public Hall,Water m3,0.0,2019/20
8602,Ferintosh Primary School,Biomass kWh,0.0,2019/20
8603,Ferintosh Primary School,Electric kWh,27509.1999999858,2019/20
8604,Ferintosh Primary School,Gas kWh,0.0,2019/20
8605,Ferintosh Primary School,Oil kWh,9266.892307676,2019/20
8606,Ferintosh Primary School,Propane kWh,0.0,2019/20
8607,Ferintosh Primary School,Water m3,0.0,2019/20
8608,Ferry Brae Pavilion North Kessock,Biomass kWh,0.0,2019/20
8609,Ferry Brae Pavilion North Kessock,Electric kWh,580.9999999799,2019/20
8610,Ferry Brae Pavilion North Kessock,Gas kWh,0.0,2019/20
8611,Ferry Brae Pavilion North Kessock,Oil kWh,0.0,2019/20
8612,Ferry Brae Pavilion North Kessock,Propane kWh,0.0,2019/20
8613,Ferry Brae Pavilion North Kessock,Water m3,0.0,2019/20
8614,Fort Augustus Memorial Hall (Service Point forms part),Biomass kWh,0.0,2019/20
8615,Fort Augustus Memorial Hall (Service Point forms part),Electric kWh,28372.9999999864,2019/20
8616,Fort Augustus Memorial Hall (Service Point forms part),Gas kWh,0.0,2019/20
8617,Fort Augustus Memorial Hall (Service Point forms part),Oil kWh,0.0,2019/20
8618,Fort Augustus Memorial Hall (Service Point forms part),Propane kWh,0.0,2019/20
8619,Fort Augustus Memorial Hall (Service Point forms part),Water m3,257.9999999814,2019/20
8620,Fort William Gaelic School,Biomass kWh,419717.999999982,2019/20
8621,Fort William Gaelic School,Electric kWh,140151.999999984,2019/20
8622,Fort William Gaelic School,Gas kWh,0.0,2019/20
8623,Fort William Gaelic School,Oil kWh,0.0,2019/20
8624,Fort William Gaelic School,Propane kWh,0.0,2019/20
8625,Fort William Gaelic School,Water m3,2459.0000000003,2019/20
8626,Fort William RC Primary School,Biomass kWh,0.0,2019/20
8627,Fort William RC Primary School,Electric kWh,1004.9999999865,2019/20
8628,Fort William RC Primary School,Gas kWh,0.0,2019/20
8629,Fort William RC Primary School,Oil kWh,0.0,2019/20
8630,Fort William RC Primary School,Propane kWh,0.0,2019/20
8631,Fort William RC Primary School,Water m3,0.0,2019/20
8632,Fortrose Academy,Biomass kWh,0.0,2019/20
8633,Fortrose Academy,Electric kWh,281050.999999988,2019/20
8634,Fortrose Academy,Gas kWh,0.0,2019/20
8635,Fortrose Academy,Oil kWh,112309.571428552,2019/20
8636,Fortrose Academy,Propane kWh,0.0,2019/20
8637,Fortrose Academy,Water m3,45750.9999999896,2019/20
8638,Foyers Primary School,Biomass kWh,0.0,2019/20
8639,Foyers Primary School,Electric kWh,58600.9999999837,2019/20
8640,Foyers Primary School,Gas kWh,0.0,2019/20
8641,Foyers Primary School,Oil kWh,0.0,2019/20
8642,Foyers Primary School,Propane kWh,0.0,2019/20
8643,Foyers Primary School,Water m3,211.999999993,2019/20
8644,Fraser Park Pavilion,Biomass kWh,0.0,2019/20
8645,Fraser Park Pavilion,Electric kWh,4581.9999999825,2019/20
8646,Fraser Park Pavilion,Gas kWh,19499.6399999858,2019/20
8647,Fraser Park Pavilion,Oil kWh,0.0,2019/20
8648,Fraser Park Pavilion,Propane kWh,0.0,2019/20
8649,Fraser Park Pavilion,Water m3,-1643.0000000067,2019/20
8650,Gaelic Playgroup - Croileagan Inbhir Pheorsa,Biomass kWh,0.0,2019/20
8651,Gaelic Playgroup - Croileagan Inbhir Pheorsa,Electric kWh,30807.9506172568,2019/20
8652,Gaelic Playgroup - Croileagan Inbhir Pheorsa,Gas kWh,0.0,2019/20
8653,Gaelic Playgroup - Croileagan Inbhir Pheorsa,Oil kWh,0.0,2019/20
8654,Gaelic Playgroup - Croileagan Inbhir Pheorsa,Propane kWh,0.0,2019/20
8655,Gaelic Playgroup - Croileagan Inbhir Pheorsa,Water m3,0.0,2019/20
8656,Gaelic Primary School Inverness  P1/Nursery (Not PPP),Biomass kWh,0.0,2019/20
8657,Gaelic Primary School Inverness  P1/Nursery (Not PPP),Electric kWh,34955.9999999956,2019/20
8658,Gaelic Primary School Inverness  P1/Nursery (Not PPP),Gas kWh,0.0,2019/20
8659,Gaelic Primary School Inverness  P1/Nursery (Not PPP),Oil kWh,0.0,2019/20
8660,Gaelic Primary School Inverness  P1/Nursery (Not PPP),Propane kWh,0.0,2019/20
8661,Gaelic Primary School Inverness  P1/Nursery (Not PPP),Water m3,0.0,2019/20
8662,Gairloch High School,Biomass kWh,627616.999999986,2019/20
8663,Gairloch High School,Electric kWh,205444.089655129,2019/20
8664,Gairloch High School,Gas kWh,0.0,2019/20
8665,Gairloch High School,Oil kWh,0.0,2019/20
8666,Gairloch High School,Propane kWh,0.0,2019/20
8667,Gairloch High School,Water m3,601.9999999834,2019/20
8668,Gairloch Primary School,Biomass kWh,287682.999999984,2019/20
8669,Gairloch Primary School,Electric kWh,23047.9999999831,2019/20
8670,Gairloch Primary School,Gas kWh,0.0,2019/20
8671,Gairloch Primary School,Oil kWh,0.0,2019/20
8672,Gairloch Primary School,Propane kWh,0.0,2019/20
8673,Gairloch Primary School,Water m3,1206.9999999856,2019/20
8674,Gergask Primary School,Biomass kWh,0.0,2019/20
8675,Gergask Primary School,Electric kWh,67706.9999999871,2019/20
8676,Gergask Primary School,Gas kWh,0.0,2019/20
8677,Gergask Primary School,Oil kWh,0.0,2019/20
8678,Gergask Primary School,Propane kWh,0.0,2019/20
8679,Gergask Primary School,Water m3,0.0,2019/20
8680,Gledfield Primary School,Biomass kWh,0.0,2019/20
8681,Gledfield Primary School,Electric kWh,150736.499999928,2019/20
8682,Gledfield Primary School,Gas kWh,0.0,2019/20
8683,Gledfield Primary School,Oil kWh,0.0,2019/20
8684,Gledfield Primary School,Propane kWh,0.0,2019/20
8685,Gledfield Primary School,Water m3,481.9999999664,2019/20
8686,Glencoe Primary School,Biomass kWh,0.0,2019/20
8687,Glencoe Primary School,Electric kWh,63385.9999999586,2019/20
8688,Glencoe Primary School,Gas kWh,0.0,2019/20
8689,Glencoe Primary School,Oil kWh,0.0,2019/20
8690,Glencoe Primary School,Propane kWh,0.0,2019/20
8691,Glencoe Primary School,Water m3,0.0,2019/20
8692,Glenelg Primary School,Biomass kWh,0.0,2019/20
8693,Glenelg Primary School,Electric kWh,80367.9999999698,2019/20
8694,Glenelg Primary School,Gas kWh,0.0,2019/20
8695,Glenelg Primary School,Oil kWh,0.0,2019/20
8696,Glenelg Primary School,Propane kWh,0.0,2019/20
8697,Glenelg Primary School,Water m3,1157.9999999983,2019/20
8698,Glenurquhart Primary School,Biomass kWh,161029.999999981,2019/20
8699,Glenurquhart Primary School,Electric kWh,66820.6999999792,2019/20
8700,Glenurquhart Primary School,Gas kWh,0.0,2019/20
8701,Glenurquhart Primary School,Oil kWh,2201.0,2019/20
8702,Glenurquhart Primary School,Propane kWh,0.0,2019/20
8703,Glenurquhart Primary School,Water m3,96.999999998,2019/20
8704,Golspie High School,Biomass kWh,0.0,2019/20
8705,Golspie High School,Electric kWh,411273.99999996,2019/20
8706,Golspie High School,Gas kWh,0.0,2019/20
8707,Golspie High School,Oil kWh,0.0,2019/20
8708,Golspie High School,Propane kWh,2565.9375,2019/20
8709,Golspie High School,Water m3,2292.9999999848,2019/20
8710,Golspie Primary School,Biomass kWh,299189.999999982,2019/20
8711,Golspie Primary School,Electric kWh,118708.299999953,2019/20
8712,Golspie Primary School,Gas kWh,0.0,2019/20
8713,Golspie Primary School,Oil kWh,0.0,2019/20
8714,Golspie Primary School,Propane kWh,0.0,2019/20
8715,Golspie Primary School,Water m3,0.0,2019/20
8716,Golspie Youth Centre / Comm' Ed' Office,Biomass kWh,0.0,2019/20
8717,Golspie Youth Centre / Comm' Ed' Office,Electric kWh,49755.3999999828,2019/20
8718,Golspie Youth Centre / Comm' Ed' Office,Gas kWh,0.0,2019/20
8719,Golspie Youth Centre / Comm' Ed' Office,Oil kWh,0.0,2019/20
8720,Golspie Youth Centre / Comm' Ed' Office,Propane kWh,0.0,2019/20
8721,Golspie Youth Centre / Comm' Ed' Office,Water m3,126.9999999853,2019/20
8722,Grantown Grammar School,Biomass kWh,0.0,2019/20
8723,Grantown Grammar School,Electric kWh,614686.999999949,2019/20
8724,Grantown Grammar School,Gas kWh,0.0,2019/20
8725,Grantown Grammar School,Oil kWh,160288.732142825,2019/20
8726,Grantown Grammar School,Propane kWh,0.0,2019/20
8727,Grantown Grammar School,Water m3,3392.9999999895,2019/20
8728,Grantown Primary School,Biomass kWh,278139.999999976,2019/20
8729,Grantown Primary School,Electric kWh,137618.499999952,2019/20
8730,Grantown Primary School,Gas kWh,0.0,2019/20
8731,Grantown Primary School,Oil kWh,0.0,2019/20
8732,Grantown Primary School,Propane kWh,0.0,2019/20
8733,Grantown Primary School,Water m3,1885.9999999756,2019/20
8734,Halkirk Primary school,Biomass kWh,270999.99999999,2019/20
8735,Halkirk Primary school,Electric kWh,59247.799999968,2019/20
8736,Halkirk Primary school,Gas kWh,0.0,2019/20
8737,Halkirk Primary school,Oil kWh,21539.8260869468,2019/20
8738,Halkirk Primary school,Propane kWh,0.0,2019/20
8739,Halkirk Primary school,Water m3,3283.6733870741,2019/20
8740,Helmsdale Primary School,Biomass kWh,0.0,2019/20
8741,Helmsdale Primary School,Electric kWh,41531.9999999822,2019/20
8742,Helmsdale Primary School,Gas kWh,0.0,2019/20
8743,Helmsdale Primary School,Oil kWh,24168.2666666559,2019/20
8744,Helmsdale Primary School,Propane kWh,0.0,2019/20
8745,Helmsdale Primary School,Water m3,315.9999999848,2019/20
8746,Hill of Fearn Primary School,Biomass kWh,0.0,2019/20
8747,Hill of Fearn Primary School,Electric kWh,76854.0199999712,2019/20
8748,Hill of Fearn Primary School,Gas kWh,0.0,2019/20
8749,Hill of Fearn Primary School,Oil kWh,0.0,2019/20
8750,Hill of Fearn Primary School,Propane kWh,0.0,2019/20
8751,Hill of Fearn Primary School,Water m3,1252.99999997,2019/20
8752,Hilton Primary School (Fearn),Biomass kWh,227729.999999988,2019/20
8753,Hilton Primary School (Fearn),Electric kWh,59882.9999999679,2019/20
8754,Hilton Primary School (Fearn),Gas kWh,0.0,2019/20
8755,Hilton Primary School (Fearn),Oil kWh,12.987012987,2019/20
8756,Hilton Primary School (Fearn),Propane kWh,0.0,2019/20
8757,Hilton Primary School (Fearn),Water m3,2237.9999999797,2019/20
8758,Hilton Primary School (Inv.),Biomass kWh,364439.999999988,2019/20
8759,Hilton Primary School (Inv.),Electric kWh,95653.9999999872,2019/20
8760,Hilton Primary School (Inv.),Gas kWh,119014.889999979,2019/20
8761,Hilton Primary School (Inv.),Oil kWh,0.0,2019/20
8762,Hilton Primary School (Inv.),Propane kWh,0.0,2019/20
8763,Hilton Primary School (Inv.),Water m3,12344.9999999724,2019/20
8764,Holm Primary Janitors House,Biomass kWh,0.0,2019/20
8765,Holm Primary Janitors House,Electric kWh,2596.9999999846,2019/20
8766,Holm Primary Janitors House,Gas kWh,19222.4099999803,2019/20
8767,Holm Primary Janitors House,Oil kWh,0.0,2019/20
8768,Holm Primary Janitors House,Propane kWh,0.0,2019/20
8769,Holm Primary Janitors House,Water m3,0.0,2019/20
8770,Holm Primary School,Biomass kWh,0.0,2019/20
8771,Holm Primary School,Electric kWh,11326.9999999814,2019/20
8772,Holm Primary School,Gas kWh,393242.529999985,2019/20
8773,Holm Primary School,Oil kWh,0.0,2019/20
8774,Holm Primary School,Propane kWh,0.0,2019/20
8775,Holm Primary School,Water m3,5037.9999999653,2019/20
8776,Inver Primary School,Biomass kWh,0.0,2019/20
8777,Inver Primary School,Electric kWh,70328.9999999836,2019/20
8778,Inver Primary School,Gas kWh,0.0,2019/20
8779,Inver Primary School,Oil kWh,0.0,2019/20
8780,Inver Primary School,Propane kWh,0.0,2019/20
8781,Inver Primary School,Water m3,236.9999999925,2019/20
8782,Invergarry Primary School,Biomass kWh,0.0,2019/20
8783,Invergarry Primary School,Electric kWh,60681.1999999803,2019/20
8784,Invergarry Primary School,Gas kWh,0.0,2019/20
8785,Invergarry Primary School,Oil kWh,0.0,2019/20
8786,Invergarry Primary School,Propane kWh,0.0,2019/20
8787,Invergarry Primary School,Water m3,0.0,2019/20
8788,Invergordon Academy,Biomass kWh,564029.999999985,2019/20
8789,Invergordon Academy,Electric kWh,181080.999999953,2019/20
8790,Invergordon Academy,Gas kWh,0.0,2019/20
8791,Invergordon Academy,Oil kWh,51667.9047618965,2019/20
8792,Invergordon Academy,Propane kWh,0.0,2019/20
8793,Invergordon Academy,Water m3,1328.9999999819,2019/20
8794,Inverlochy Primary School,Biomass kWh,138159.999999984,2019/20
8795,Inverlochy Primary School,Electric kWh,47181.6999999693,2019/20
8796,Inverlochy Primary School,Gas kWh,0.0,2019/20
8797,Inverlochy Primary School,Oil kWh,21725.3333333145,2019/20
8798,Inverlochy Primary School,Propane kWh,0.0,2019/20
8799,Inverlochy Primary School,Water m3,-22446.9999999977,2019/20
8800,Inverlochy School Kitchen Building,Biomass kWh,0.0,2019/20
8801,Inverlochy School Kitchen Building,Electric kWh,25092.9999999864,2019/20
8802,Inverlochy School Kitchen Building,Gas kWh,0.0,2019/20
8803,Inverlochy School Kitchen Building,Oil kWh,0.0,2019/20
8804,Inverlochy School Kitchen Building,Propane kWh,0.0,2019/20
8805,Inverlochy School Kitchen Building,Water m3,0.0,2019/20
8806,Inverness Child Guidance Centre,Biomass kWh,0.0,2019/20
8807,Inverness Child Guidance Centre,Electric kWh,55077.9999999708,2019/20
8808,Inverness Child Guidance Centre,Gas kWh,0.0,2019/20
8809,Inverness Child Guidance Centre,Oil kWh,0.0,2019/20
8810,Inverness Child Guidance Centre,Propane kWh,0.0,2019/20
8811,Inverness Child Guidance Centre,Water m3,130.9999999814,2019/20
8812,Inverness High School,Biomass kWh,654699.999999971,2019/20
8813,Inverness High School,Electric kWh,352472.999999968,2019/20
8814,Inverness High School,Gas kWh,1652007.80999998,2019/20
8815,Inverness High School,Oil kWh,13549.6049382684,2019/20
8816,Inverness High School,Propane kWh,0.0,2019/20
8817,Inverness High School,Water m3,3187.9999999286,2019/20
8818,Inverness Royal Academy,Biomass kWh,0.0,2019/20
8819,Inverness Royal Academy,Electric kWh,940590.999999985,2019/20
8820,Inverness Royal Academy,Gas kWh,0.0,2019/20
8821,Inverness Royal Academy,Oil kWh,0.0,2019/20
8822,Inverness Royal Academy,Propane kWh,223195.51260503,2019/20
8823,Inverness Royal Academy,Water m3,3041.999999986,2019/20
8824,Jannys Hoose Healthy Living Centre,Biomass kWh,0.0,2019/20
8825,Jannys Hoose Healthy Living Centre,Electric kWh,3228.678571404,2019/20
8826,Jannys Hoose Healthy Living Centre,Gas kWh,18835.4999999852,2019/20
8827,Jannys Hoose Healthy Living Centre,Oil kWh,0.0,2019/20
8828,Jannys Hoose Healthy Living Centre,Propane kWh,0.0,2019/20
8829,Jannys Hoose Healthy Living Centre,Water m3,0.0,2019/20
8830,Keiss Primary School,Biomass kWh,0.0,2019/20
8831,Keiss Primary School,Electric kWh,99012.1999999753,2019/20
8832,Keiss Primary School,Gas kWh,0.0,2019/20
8833,Keiss Primary School,Oil kWh,0.0,2019/20
8834,Keiss Primary School,Propane kWh,0.0,2019/20
8835,Keiss Primary School,Water m3,412.9999999845,2019/20
8836,Kilchoan Primary School,Biomass kWh,62506.7532467376,2019/20
8837,Kilchoan Primary School,Electric kWh,15268.9999999753,2019/20
8838,Kilchoan Primary School,Gas kWh,0.0,2019/20
8839,Kilchoan Primary School,Oil kWh,0.0,2019/20
8840,Kilchoan Primary School,Propane kWh,0.0,2019/20
8841,Kilchoan Primary School,Water m3,2572.999999987,2019/20
8842,Kilchuimen Academy,Biomass kWh,261169.999999982,2019/20
8843,Kilchuimen Academy,Electric kWh,78937.9999999848,2019/20
8844,Kilchuimen Academy,Gas kWh,0.0,2019/20
8845,Kilchuimen Academy,Oil kWh,4166.2921348266,2019/20
8846,Kilchuimen Academy,Propane kWh,0.0,2019/20
8847,Kilchuimen Academy,Water m3,627.9999999882,2019/20
8848,Killen Resource Centre,Biomass kWh,0.0,2019/20
8849,Killen Resource Centre,Electric kWh,54333.2073170134,2019/20
8850,Killen Resource Centre,Gas kWh,0.0,2019/20
8851,Killen Resource Centre,Oil kWh,0.0,2019/20
8852,Killen Resource Centre,Propane kWh,0.0,2019/20
8853,Killen Resource Centre,Water m3,713.7905940436,2019/20
8854,Kilmuir Primary School,Biomass kWh,0.0,2019/20
8855,Kilmuir Primary School,Electric kWh,40387.2999999851,2019/20
8856,Kilmuir Primary School,Gas kWh,0.0,2019/20
8857,Kilmuir Primary School,Oil kWh,11770.3636363554,2019/20
8858,Kilmuir Primary School,Propane kWh,0.0,2019/20
8859,Kilmuir Primary School,Water m3,-178.9999999902,2019/20
8860,Kilmuir Schoolhouse,Biomass kWh,0.0,2019/20
8861,Kilmuir Schoolhouse,Electric kWh,19747.9999999865,2019/20
8862,Kilmuir Schoolhouse,Gas kWh,0.0,2019/20
8863,Kilmuir Schoolhouse,Oil kWh,0.0,2019/20
8864,Kilmuir Schoolhouse,Propane kWh,0.0,2019/20
8865,Kilmuir Schoolhouse,Water m3,0.0,2019/20
8866,Kiltearn Primary School,Biomass kWh,126965.999999984,2019/20
8867,Kiltearn Primary School,Electric kWh,44366.9999999746,2019/20
8868,Kiltearn Primary School,Gas kWh,0.0,2019/20
8869,Kiltearn Primary School,Oil kWh,999.9999999991,2019/20
8870,Kiltearn Primary School,Propane kWh,0.0,2019/20
8871,Kiltearn Primary School,Water m3,100.999999987,2019/20
8872,Kilvean Cemetery Store,Biomass kWh,0.0,2019/20
8873,Kilvean Cemetery Store,Electric kWh,21151.4999999816,2019/20
8874,Kilvean Cemetery Store,Gas kWh,0.0,2019/20
8875,Kilvean Cemetery Store,Oil kWh,0.0,2019/20
8876,Kilvean Cemetery Store,Propane kWh,0.0,2019/20
8877,Kilvean Cemetery Store,Water m3,0.0,2019/20
8878,Kingussie High School,Biomass kWh,929099.999999988,2019/20
8879,Kingussie High School,Electric kWh,312755.999999983,2019/20
8880,Kingussie High School,Gas kWh,0.0,2019/20
8881,Kingussie High School,Oil kWh,4318.8,2019/20
8882,Kingussie High School,Propane kWh,0.0,2019/20
8883,Kingussie High School,Water m3,4438.9999999784,2019/20
8884,Kingussie Primary School,Biomass kWh,492339.999999981,2019/20
8885,Kingussie Primary School,Electric kWh,109981.99999997,2019/20
8886,Kingussie Primary School,Gas kWh,0.0,2019/20
8887,Kingussie Primary School,Oil kWh,0.0,2019/20
8888,Kingussie Primary School,Propane kWh,0.0,2019/20
8889,Kingussie Primary School,Water m3,-30223.0000000099,2019/20
8890,Kinlochbervie High School,Biomass kWh,460329.999999981,2019/20
8891,Kinlochbervie High School,Electric kWh,183305.073913004,2019/20
8892,Kinlochbervie High School,Gas kWh,0.0,2019/20
8893,Kinlochbervie High School,Oil kWh,0.0,2019/20
8894,Kinlochbervie High School,Propane kWh,0.0,2019/20
8895,Kinlochbervie High School,Water m3,562.999999978,2019/20
8896,Kinlochewe Primary School,Biomass kWh,0.0,2019/20
8897,Kinlochewe Primary School,Electric kWh,43692.2999999678,2019/20
8898,Kinlochewe Primary School,Gas kWh,0.0,2019/20
8899,Kinlochewe Primary School,Oil kWh,0.0,2019/20
8900,Kinlochewe Primary School,Propane kWh,0.0,2019/20
8901,Kinlochewe Primary School,Water m3,195.9999999817,2019/20
8902,Kinmylies Primary School,Biomass kWh,0.0,2019/20
8903,Kinmylies Primary School,Electric kWh,79621.9999999678,2019/20
8904,Kinmylies Primary School,Gas kWh,58673.2699999858,2019/20
8905,Kinmylies Primary School,Oil kWh,0.0,2019/20
8906,Kinmylies Primary School,Propane kWh,0.0,2019/20
8907,Kinmylies Primary School,Water m3,1620.9999999925,2019/20
8908,Kirkhill Primary School,Biomass kWh,140939.999999987,2019/20
8909,Kirkhill Primary School,Electric kWh,46738.2448979106,2019/20
8910,Kirkhill Primary School,Gas kWh,0.0,2019/20
8911,Kirkhill Primary School,Oil kWh,0.0,2019/20
8912,Kirkhill Primary School,Propane kWh,0.0,2019/20
8913,Kirkhill Primary School,Water m3,655.999999986,2019/20
8914,Knockbreck Primary School (Skye),Biomass kWh,0.0,2019/20
8915,Knockbreck Primary School (Skye),Electric kWh,41480.9999999719,2019/20
8916,Knockbreck Primary School (Skye),Gas kWh,0.0,2019/20
8917,Knockbreck Primary School (Skye),Oil kWh,0.0,2019/20
8918,Knockbreck Primary School (Skye),Propane kWh,0.0,2019/20
8919,Knockbreck Primary School (Skye),Water m3,588.9999999829,2019/20
8920,Knockbreck Primary School (Tain),Biomass kWh,0.0,2019/20
8921,Knockbreck Primary School (Tain),Electric kWh,137334.399999958,2019/20
8922,Knockbreck Primary School (Tain),Gas kWh,0.0,2019/20
8923,Knockbreck Primary School (Tain),Oil kWh,0.0,2019/20
8924,Knockbreck Primary School (Tain),Propane kWh,0.0,2019/20
8925,Knockbreck Primary School (Tain),Water m3,349.9999999851,2019/20
8926,Kyle Primary School,Biomass kWh,0.0,2019/20
8927,Kyle Primary School,Electric kWh,85203.9999999709,2019/20
8928,Kyle Primary School,Gas kWh,0.0,2019/20
8929,Kyle Primary School,Oil kWh,0.0,2019/20
8930,Kyle Primary School,Propane kWh,0.0,2019/20
8931,Kyle Primary School,Water m3,-2221.999999999,2019/20
8932,Kyle Schoolhouse,Biomass kWh,0.0,2019/20
8933,Kyle Schoolhouse,Electric kWh,0.0,2019/20
8934,Kyle Schoolhouse,Gas kWh,0.0,2019/20
8935,Kyle Schoolhouse,Oil kWh,0.0,2019/20
8936,Kyle Schoolhouse,Propane kWh,0.0,2019/20
8937,Kyle Schoolhouse,Water m3,0.0,2019/20
8938,Kyleakin Primary School,Biomass kWh,0.0,2019/20
8939,Kyleakin Primary School,Electric kWh,64702.9999999862,2019/20
8940,Kyleakin Primary School,Gas kWh,0.0,2019/20
8941,Kyleakin Primary School,Oil kWh,0.0,2019/20
8942,Kyleakin Primary School,Propane kWh,0.0,2019/20
8943,Kyleakin Primary School,Water m3,330.9999999873,2019/20
8944,Lady Lovat Primary School,Biomass kWh,0.0,2019/20
8945,Lady Lovat Primary School,Electric kWh,50865.9999999547,2019/20
8946,Lady Lovat Primary School,Gas kWh,0.0,2019/20
8947,Lady Lovat Primary School,Oil kWh,0.0,2019/20
8948,Lady Lovat Primary School,Propane kWh,0.0,2019/20
8949,Lady Lovat Primary School,Water m3,0.0,2019/20
8950,Lairg Primary School,Biomass kWh,194989.999999984,2019/20
8951,Lairg Primary School,Electric kWh,41066.9999999838,2019/20
8952,Lairg Primary School,Gas kWh,0.0,2019/20
8953,Lairg Primary School,Oil kWh,8782.3023255677,2019/20
8954,Lairg Primary School,Propane kWh,0.0,2019/20
8955,Lairg Primary School,Water m3,553.9999999861,2019/20
8956,Loch Duich Primary School,Biomass kWh,0.0,2019/20
8957,Loch Duich Primary School,Electric kWh,72348.9999999613,2019/20
8958,Loch Duich Primary School,Gas kWh,0.0,2019/20
8959,Loch Duich Primary School,Oil kWh,0.0,2019/20
8960,Loch Duich Primary School,Propane kWh,0.0,2019/20
8961,Loch Duich Primary School,Water m3,426.9999999856,2019/20
8962,Lochaber High School,Biomass kWh,1574099.99999999,2019/20
8963,Lochaber High School,Electric kWh,923730.999999984,2019/20
8964,Lochaber High School,Gas kWh,0.0,2019/20
8965,Lochaber High School,Oil kWh,108909.461538437,2019/20
8966,Lochaber High School,Propane kWh,0.0,2019/20
8967,Lochaber High School,Water m3,12594.9999999694,2019/20
8968,Lochaline Primary School,Biomass kWh,91829.9999999813,2019/20
8969,Lochaline Primary School,Electric kWh,42716.9999999693,2019/20
8970,Lochaline Primary School,Gas kWh,0.0,2019/20
8971,Lochaline Primary School,Oil kWh,0.0,2019/20
8972,Lochaline Primary School,Propane kWh,0.0,2019/20
8973,Lochaline Primary School,Water m3,182.9999999828,2019/20
8974,Lochardil Primary School,Biomass kWh,0.0,2019/20
8975,Lochardil Primary School,Electric kWh,134091.599999955,2019/20
8976,Lochardil Primary School,Gas kWh,0.0,2019/20
8977,Lochardil Primary School,Oil kWh,17952.2631578851,2019/20
8978,Lochardil Primary School,Propane kWh,0.0,2019/20
8979,Lochardil Primary School,Water m3,1707.9999999827,2019/20
8980,Lochcarron Primary School,Biomass kWh,60819.9999999845,2019/20
8981,Lochcarron Primary School,Electric kWh,73337.9999999425,2019/20
8982,Lochcarron Primary School,Gas kWh,0.0,2019/20
8983,Lochcarron Primary School,Oil kWh,0.0,2019/20
8984,Lochcarron Primary School,Propane kWh,0.0,2019/20
8985,Lochcarron Primary School,Water m3,9459.9999999755,2019/20
8986,Lochinver Primary School,Biomass kWh,0.0,2019/20
8987,Lochinver Primary School,Electric kWh,26107.999999983,2019/20
8988,Lochinver Primary School,Gas kWh,0.0,2019/20
8989,Lochinver Primary School,Oil kWh,7298.0769230559,2019/20
8990,Lochinver Primary School,Propane kWh,0.0,2019/20
8991,Lochinver Primary School,Water m3,1368.9999999808,2019/20
8992,Lundavra Primary School,Biomass kWh,414789.999999981,2019/20
8993,Lundavra Primary School,Electric kWh,151018.999999986,2019/20
8994,Lundavra Primary School,Gas kWh,0.0,2019/20
8995,Lundavra Primary School,Oil kWh,0.0,2019/20
8996,Lundavra Primary School,Propane kWh,0.0,2019/20
8997,Lundavra Primary School,Water m3,536.9999999906,2019/20
8998,Lybster Primary School,Biomass kWh,293419.999999981,2019/20
8999,Lybster Primary School,Electric kWh,65966.9999999872,2019/20
9000,Lybster Primary School,Gas kWh,0.0,2019/20
9001,Lybster Primary School,Oil kWh,2733.897763553,2019/20
9002,Lybster Primary School,Propane kWh,0.0,2019/20
9003,Lybster Primary School,Water m3,2790.9999999775,2019/20
9004,MacDiarmid Primary School,Biomass kWh,0.0,2019/20
