LOCATION,TYPE,UNIT,AMOUNT,YEAR
BUALNALUIB PRIMARY SCHOOL,ELECTRICITY,KWH,106919.86520947181,2001/02
BUALNALUIB PRIMARY SCHOOL,ELECTRICITY,£,427.59277023158984,2001/02
BUALNALUIB PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.003999189200190932,2001/02
CAMERON YOUTH CENTRE/COMM' ED' OFFICE,ELECTRICITY,KWH,49844.28266723591,2001/02
CAMERON YOUTH CENTRE/COMM' ED' OFFICE,ELECTRICITY,£,860.3619511347845,2001/02
CAMERON YOUTH CENTRE/COMM' ED' OFFICE,ELECTRICITY,£/KWH,0.017260995747067402,2001/02
CANISBAY PRIMARY SCHOOL,ELECTRICITY,KWH,1066285.9152542374,2001/02
CANISBAY PRIMARY SCHOOL,ELECTRICITY,£,742.4671610169496,2001/02
CANISBAY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0006963115149466465,2001/02
CANNICH BRIDGE PRIMARY SCHOOL,ELECTRICITY,KWH,67496.90828147586,2001/02
CANNICH BRIDGE PRIMARY SCHOOL,ELECTRICITY,£,343.90608670222537,2001/02
CANNICH BRIDGE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0050951383620130705,2001/02
CAOL COMMUNITY CENTRE,ELECTRICITY,KWH,6475.555555555557,2001/02
CAOL COMMUNITY CENTRE,ELECTRICITY,£,617.3444444444442,2001/02
CAOL COMMUNITY CENTRE,ELECTRICITY,£/KWH,0.09533459162663001,2001/02
CAOL SPORTS PAVILION ALL WEATHER PITCH,ELECTRICITY,KWH,9000.618805002312,2001/02
CAOL SPORTS PAVILION ALL WEATHER PITCH,ELECTRICITY,£,133.70373668364994,2001/02
CAOL SPORTS PAVILION ALL WEATHER PITCH,ELECTRICITY,£/KWH,0.014854949374074241,2001/02
CARBOST PRIMARY SCHOOL,ELECTRICITY,KWH,315235.82397479966,2001/02
CARBOST PRIMARY SCHOOL,ELECTRICITY,£,-557.4757782382553,2001/02
CARBOST PRIMARY SCHOOL,ELECTRICITY,£/KWH,-0.001768440436778596,2001/02
CARRBRIDGE PRIMARY SCHOOL,ELECTRICITY,KWH,136875.37183431987,2001/02
CARRBRIDGE PRIMARY SCHOOL,ELECTRICITY,£,6381.511764552281,2001/02
CARRBRIDGE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.04662279034592689,2001/02
CASTLETOWN MORVEN YOUTH CLUB,ELECTRICITY,KWH,103932.8660421546,2001/02
CASTLETOWN MORVEN YOUTH CLUB,ELECTRICITY,£,15.145807962529274,2001/02
CASTLETOWN MORVEN YOUTH CLUB,ELECTRICITY,£/KWH,0.00014572683828796,2001/02
CASTLETOWN PRIMARY SCHOOL,ELECTRICITY,KWH,254237.22779156343,2001/02
CASTLETOWN PRIMARY SCHOOL,ELECTRICITY,£,48.06442593052111,2001/02
CASTLETOWN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0001890534535324888,2001/02
CASTLETOWN PRIMARY SCHOOL,OIL,KWH,429407.57406206505,2001/02
CASTLETOWN PRIMARY SCHOOL,OIL,£,8114.531448918908,2001/02
CASTLETOWN PRIMARY SCHOOL,OIL,£/KWH,0.018897038475958652,2001/02
CAULDEEN PRIMARY SCHOOL,ELECTRICITY,KWH,248320.71910669978,2001/02
CAULDEEN PRIMARY SCHOOL,ELECTRICITY,£,4915.412968089328,2001/02
CAULDEEN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.019794614745688003,2001/02
CAULDEEN PRIMARY SCHOOL,GAS,KWH,526148.6990725807,2001/02
CAULDEEN PRIMARY SCHOOL,GAS,£,7612.426777437895,2001/02
CAULDEEN PRIMARY SCHOOL,GAS,£/KWH,0.014468204123389427,2001/02
CENTRAL PRIMARY SCHOOL,OIL,KWH,486346.79948504176,2001/02
CENTRAL PRIMARY SCHOOL,OIL,£,9448.969977276442,2001/02
CENTRAL PRIMARY SCHOOL,OIL,£/KWH,0.019428461310491377,2001/02
CHARLESTON ACADEMY,GAS,KWH,1544566.30849587,2001/02
CHARLESTON ACADEMY,GAS,£,21253.25408405172,2001/02
CHARLESTON ACADEMY,GAS,£/KWH,0.013760014035751285,2001/02
CLACHNAHARRY OFFICE,ELECTRICITY,KWH,285081.3693411027,2001/02
CLACHNAHARRY OFFICE,ELECTRICITY,£,628.1722642312861,2001/02
CLACHNAHARRY OFFICE,ELECTRICITY,£/KWH,0.0022034840988843143,2001/02
COULHILL PRIMARY SCHOOL,ELECTRICITY,KWH,4114.577777777777,2001/02
COULHILL PRIMARY SCHOOL,ELECTRICITY,£,390.59333333333336,2001/02
COULHILL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09492914083259525,2001/02
COULHILL PRIMARY SCHOOL,OIL,KWH,425224.80108404154,2001/02
COULHILL PRIMARY SCHOOL,OIL,£,8063.109390899726,2001/02
COULHILL PRIMARY SCHOOL,OIL,£/KWH,0.018961992269369374,2001/02
CRADLEHALL PRIMARY SCHOOL,ELECTRICITY,KWH,211410.22014051513,2001/02
CRADLEHALL PRIMARY SCHOOL,ELECTRICITY,£,224.72854344262294,2001/02
CRADLEHALL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0010629975376462676,2001/02
CRADLEHALL PRIMARY SCHOOL,OIL,KWH,359378.75302675803,2001/02
CRADLEHALL PRIMARY SCHOOL,OIL,£,6447.353123010338,2001/02
CRADLEHALL PRIMARY SCHOOL,OIL,£/KWH,0.017940273510076685,2001/02
CRAIGHILL PRIMARY SCHOOL,ELECTRICITY,KWH,17700.655555555557,2001/02
CRAIGHILL PRIMARY SCHOOL,OIL,KWH,281702.5372168772,2001/02
CRAIGHILL PRIMARY SCHOOL,OIL,£,5373.694772077158,2001/02
CRAIGHILL PRIMARY SCHOOL,OIL,£/KWH,0.019075776970869297,2001/02
CROMARTY PRIMARY SCHOOL,ELECTRICITY,KWH,1076286.6063477024,2001/02
CROMARTY PRIMARY SCHOOL,ELECTRICITY,£,2021.7324635243972,2001/02
CROMARTY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0018784331716112255,2001/02
CROSSROADS PRIMARY SCHOOL,ELECTRICITY,KWH,165221.69145316354,2001/02
CROSSROADS PRIMARY SCHOOL,ELECTRICITY,£,-974.2015186926899,2001/02
CROSSROADS PRIMARY SCHOOL,ELECTRICITY,£/KWH,-0.005896329411255622,2001/02
CROWN PRIMARY SCHOOL,GAS,KWH,462764.4592204302,2001/02
CROWN PRIMARY SCHOOL,GAS,£,6701.721424731182,2001/02
CROWN PRIMARY SCHOOL,GAS,£/KWH,0.014481927665795372,2001/02
CROY PRIMARY SCHOOL,ELECTRICITY,KWH,89882.9137178866,2001/02
CROY PRIMARY SCHOOL,ELECTRICITY,£,175.7578826951043,2001/02
CROY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.001955409269961491,2001/02
CULLODEN ACADEMY,OIL,KWH,1553783.1472178854,2001/02
CULLODEN ACADEMY,OIL,£,29769.264967051786,2001/02
CULLODEN ACADEMY,OIL,£/KWH,0.01915921473363572,2001/02
DALMORE PAVILION,ELECTRICITY,KWH,50343.101299865535,2001/02
DALMORE PAVILION,ELECTRICITY,£,110.321936351412,2001/02
DALMORE PAVILION,ELECTRICITY,£/KWH,0.002191401274511999,2001/02
DALNEIGH PRIMARY SCHOOL,GAS,KWH,731646.7003494625,2001/02
DALNEIGH PRIMARY SCHOOL,GAS,£,10028.578736559139,2001/02
DALNEIGH PRIMARY SCHOOL,GAS,£/KWH,0.01370685978870554,2001/02
DAVIOT PRIMARY SCHOOL,ELECTRICITY,KWH,303602.638548308,2001/02
DAVIOT PRIMARY SCHOOL,ELECTRICITY,£,458.4417287395783,2001/02
DAVIOT PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.001510005746101686,2001/02
DESHAR PRIMARY SCHOOL,ELECTRICITY,KWH,1162874.5158575876,2001/02
DESHAR PRIMARY SCHOOL,ELECTRICITY,£,1727.8000886797652,2001/02
DESHAR PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.00148580097432573,2001/02
DINGWALL COMMUNITY CENTRE,ELECTRICITY,KWH,12632.978933213804,2001/02
DINGWALL COMMUNITY CENTRE,ELECTRICITY,£,-649.0474329896911,2001/02
DINGWALL COMMUNITY CENTRE,ELECTRICITY,£/KWH,-0.051377227526538324,2001/02
DINGWALL COMMUNITY CENTRE,GAS,KWH,93364.61767276422,2001/02
DINGWALL COMMUNITY CENTRE,GAS,£,1370.8334349593495,2001/02
DINGWALL COMMUNITY CENTRE,GAS,£/KWH,0.01468257964450746,2001/02
DINGWALL PRIMARY SCHOOL,ELECTRICITY,KWH,530318.7429365445,2001/02
DINGWALL PRIMARY SCHOOL,ELECTRICITY,£,1728.211184734136,2001/02
DINGWALL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0032588159625746545,2001/02
DINGWALL PRIMARY SCHOOL,OIL,KWH,661394.2049600376,2001/02
DINGWALL PRIMARY SCHOOL,OIL,£,12530.548114774601,2001/02
DINGWALL PRIMARY SCHOOL,OIL,£/KWH,0.018945657553095307,2001/02
DOCHGARROCH PRIMARY SCHOOL,ELECTRICITY,KWH,147709.25056626057,2001/02
DOCHGARROCH PRIMARY SCHOOL,ELECTRICITY,£,-3608.1504802911345,2001/02
DOCHGARROCH PRIMARY SCHOOL,ELECTRICITY,£/KWH,-0.024427383298330135,2001/02
DRAKIES PRIMARY SCHOOL,ELECTRICITY,KWH,296.39999999999986,2001/02
DRAKIES PRIMARY SCHOOL,ELECTRICITY,£,55.26495000000001,2001/02
DRAKIES PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1864539473684212,2001/02
DRAKIES PRIMARY SCHOOL,GAS,KWH,476473.53723905736,2001/02
DRAKIES PRIMARY SCHOOL,GAS,£,6902.563905723905,2001/02
DRAKIES PRIMARY SCHOOL,GAS,£/KWH,0.014486772855678521,2001/02
DUNBEATH PRIMARY SCHOOL,ELECTRICITY,KWH,755590.1615925065,2001/02
DUNBEATH PRIMARY SCHOOL,ELECTRICITY,£,472.36362037470695,2001/02
DUNBEATH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0006251585110361125,2001/02
DUNCAN FORBES PRIMARY SCHOOL,ELECTRICITY,KWH,553655.713485449,2001/02
DUNCAN FORBES PRIMARY SCHOOL,ELECTRICITY,£,2260.3094056565096,2001/02
DUNCAN FORBES PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.004082517981124229,2001/02
DUNCAN FORBES PRIMARY SCHOOL,OIL,KWH,424685.74944431026,2001/02
DUNCAN FORBES PRIMARY SCHOOL,OIL,£,8229.125084124094,2001/02
DUNCAN FORBES PRIMARY SCHOOL,OIL,£/KWH,0.01937697484526307,2001/02
DUNNET BAY PAVILION RANGER BASE,ELECTRICITY,KWH,239120.3859735165,2001/02
DUNNET BAY PAVILION RANGER BASE,ELECTRICITY,£,931.1098234428648,2001/02
DUNNET BAY PAVILION RANGER BASE,ELECTRICITY,£/KWH,0.003893895619363833,2001/02
DUNVEGAN PRIMARY SCHOOL,ELECTRICITY,KWH,660200.2679236068,2001/02
DUNVEGAN PRIMARY SCHOOL,ELECTRICITY,£,611.6686303086697,2001/02
DUNVEGAN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0009264895214787268,2001/02
DURNESS PRIMARY SCHOOL,ELECTRICITY,KWH,136216.27777777775,2001/02
DURNESS PRIMARY SCHOOL,OIL,KWH,108807.24953581848,2001/02
DURNESS PRIMARY SCHOOL,OIL,£,2025.45026706173,2001/02
DURNESS PRIMARY SCHOOL,OIL,£/KWH,0.01861503048466424,2001/02
DUROR PRIMARY SCHOOL,ELECTRICITY,KWH,173611.5203531143,2001/02
DUROR PRIMARY SCHOOL,ELECTRICITY,£,-940.2635275870532,2001/02
DUROR PRIMARY SCHOOL,ELECTRICITY,£/KWH,-0.005415905152345995,2001/02
EDDERTON PRIMARY SCHOOL,ELECTRICITY,KWH,86364.85290581163,2001/02
EDDERTON PRIMARY SCHOOL,ELECTRICITY,£,-454.6423046092187,2001/02
EDDERTON PRIMARY SCHOOL,ELECTRICITY,£/KWH,-0.005264205163471368,2001/02
EDDERTON PRIMARY SCHOOL,OIL,KWH,50268.3570671104,2001/02
EDDERTON PRIMARY SCHOOL,OIL,£,926.1615348121443,2001/02
EDDERTON PRIMARY SCHOOL,OIL,£/KWH,0.01842434463445223,2001/02
EDINBANE PRIMARY SCHOOL,ELECTRICITY,KWH,609840.3950399214,2001/02
EDINBANE PRIMARY SCHOOL,ELECTRICITY,£,-408.92953941748146,2001/02
EDINBANE PRIMARY SCHOOL,ELECTRICITY,£/KWH,-0.000670551742297609,2001/02
ELGIN RESIDENCE,OIL,KWH,411809.363433915,2001/02
ELGIN RESIDENCE,OIL,£,8052.379079290284,2001/02
ELGIN RESIDENCE,OIL,£/KWH,0.01955365709061272,2001/02
ELGOL PRIMARY SCHOOL,ELECTRICITY,KWH,153399.13905226206,2001/02
ELGOL PRIMARY SCHOOL,ELECTRICITY,£,-19.40687990074443,2001/02
ELGOL PRIMARY SCHOOL,ELECTRICITY,£/KWH,-0.00012651231304585506,2001/02
FARR HIGH SCHOOL,ELECTRICITY,KWH,343271.02127659577,2001/02
FARR HIGH SCHOOL,ELECTRICITY,£,118.25035280069477,2001/02
FARR HIGH SCHOOL,ELECTRICITY,£/KWH,0.00034448102365568684,2001/02
FARR PRIMARY SCHOOL,ELECTRICITY,KWH,394464.19904928544,2001/02
FARR PRIMARY SCHOOL,ELECTRICITY,£,91.5025782376272,2001/02
FARR PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.00023196674998177623,2001/02
FERINTOSH PRIMARY SCHOOL,ELECTRICITY,KWH,5657.424308907417,2001/02
FERINTOSH PRIMARY SCHOOL,ELECTRICITY,£,492.7204545853446,2001/02
FERINTOSH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0870927170531603,2001/02
FERINTOSH PRIMARY SCHOOL,OIL,KWH,90597.13640684832,2001/02
FERINTOSH PRIMARY SCHOOL,OIL,£,1708.697991908357,2001/02
FERINTOSH PRIMARY SCHOOL,OIL,£/KWH,0.018860397355552564,2001/02
FERRY BRAE SPORTS PAVILION,ELECTRICITY,KWH,14548.749878817249,2001/02
FERRY BRAE SPORTS PAVILION,ELECTRICITY,£,39.480473339796404,2001/02
FERRY BRAE SPORTS PAVILION,ELECTRICITY,£/KWH,0.002713667749369955,2001/02
FORTROSE ACADEMY,OIL,KWH,863412.9952020644,2001/02
FORTROSE ACADEMY,OIL,£,16237.82987286256,2001/02
FORTROSE ACADEMY,OIL,£/KWH,0.018806561822783802,2001/02
GAIRLOCH HIGH SCHOOL,ELECTRICITY,KWH,99642.03715450833,2001/02
GAIRLOCH HIGH SCHOOL,ELECTRICITY,£,101.01548470774806,2001/02
GAIRLOCH HIGH SCHOOL,ELECTRICITY,£/KWH,0.001013783816474065,2001/02
GAIRLOCH PRIMARY SCHOOL,ELECTRICITY,KWH,12601.364516451678,2001/02
GAIRLOCH PRIMARY SCHOOL,ELECTRICITY,£,4716.541363492115,2001/02
GAIRLOCH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.374288146123735,2001/02
GERGASK PRIMARY SCHOOL,ELECTRICITY,KWH,18625.779303580195,2001/02
GERGASK PRIMARY SCHOOL,ELECTRICITY,£,855.1930218244237,2001/02
GERGASK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.04591448271160611,2001/02
GLEDFIELD PRIMARY SCHOOL,ELECTRICITY,KWH,1808610.2046838398,2001/02
GLEDFIELD PRIMARY SCHOOL,ELECTRICITY,£,130.06197798594843,2001/02
GLEDFIELD PRIMARY SCHOOL,ELECTRICITY,£/KWH,7.191266401633753e-05,2001/02
GLENCOE PRIMARY SCHOOL,ELECTRICITY,KWH,335814.7444168734,2001/02
GLENCOE PRIMARY SCHOOL,ELECTRICITY,£,1059.9853319354843,2001/02
GLENCOE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0031564585818770383,2001/02
GLENELG PRIMARY SCHOOL,ELECTRICITY,KWH,562321.3455303384,2001/02
GLENELG PRIMARY SCHOOL,ELECTRICITY,£,-405.1656581750808,2001/02
GLENELG PRIMARY SCHOOL,ELECTRICITY,£/KWH,-0.0007205233473628138,2001/02
GLENURQUHART PRIMARY SCHOOL,ELECTRICITY,KWH,335477.28074178204,2001/02
GLENURQUHART PRIMARY SCHOOL,ELECTRICITY,£,421.35988398086545,2001/02
GLENURQUHART PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0012560012500673259,2001/02
GLENURQUHART PRIMARY SCHOOL,OIL,KWH,168313.03064906067,2001/02
GLENURQUHART PRIMARY SCHOOL,OIL,£,3191.335308255183,2001/02
GLENURQUHART PRIMARY SCHOOL,OIL,£/KWH,0.01896071442566585,2001/02
GOLSPIE HIGH SCHOOL,OIL,KWH,990302.3399926389,2001/02
GOLSPIE HIGH SCHOOL,OIL,£,19809.20465679436,2001/02
GOLSPIE HIGH SCHOOL,OIL,£/KWH,0.020003188780652187,2001/02
GOLSPIE PRIMARY SCHOOL,ELECTRICITY,KWH,24576.45951859654,2001/02
GOLSPIE PRIMARY SCHOOL,ELECTRICITY,£,2239.446549233136,2001/02
GOLSPIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09112160958491963,2001/02
GOLSPIE PRIMARY SCHOOL,OIL,KWH,263026.97924180207,2001/02
GOLSPIE PRIMARY SCHOOL,OIL,£,5113.701981771862,2001/02
GOLSPIE PRIMARY SCHOOL,OIL,£/KWH,0.01944173938549022,2001/02
GRANTOWN GRAMMAR SCHOOL,OIL,KWH,1430817.470491313,2001/02
GRANTOWN GRAMMAR SCHOOL,OIL,£,27738.622788955203,2001/02
GRANTOWN GRAMMAR SCHOOL,OIL,£/KWH,0.019386555840299,2001/02
GRANTOWN PRIMARY SCHOOL,ELECTRICITY,KWH,704109.9000000004,2001/02
GRANTOWN PRIMARY SCHOOL,ELECTRICITY,£,381.0175555555554,2001/02
GRANTOWN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0005411336434206581,2001/02
GRANTOWN PRIMARY SCHOOL,OIL,KWH,258001.23207700957,2001/02
GRANTOWN PRIMARY SCHOOL,OIL,£,5034.171132741782,2001/02
GRANTOWN PRIMARY SCHOOL,OIL,£/KWH,0.01951219803182628,2001/02
HALKIRK PRIMARY SCHOOL,ELECTRICITY,KWH,270728.611111111,2001/02
HALKIRK PRIMARY SCHOOL,GAS,KWH,35724.55207565285,2001/02
HALKIRK PRIMARY SCHOOL,GAS,£,634.2624992319509,2001/02
HALKIRK PRIMARY SCHOOL,GAS,£/KWH,0.017754246376239836,2001/02
HALKIRK PRIMARY SCHOOL,OIL,KWH,611967.6456197853,2001/02
HALKIRK PRIMARY SCHOOL,OIL,£,11914.303962721313,2001/02
HALKIRK PRIMARY SCHOOL,OIL,£/KWH,0.0194688461849234,2001/02
HELMSDALE PRIMARY SCHOOL,ELECTRICITY,KWH,13516.155224703612,2001/02
HELMSDALE PRIMARY SCHOOL,ELECTRICITY,£,378.0222618210641,2001/02
HELMSDALE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.027968179969563314,2001/02
HELMSDALE PRIMARY SCHOOL,OIL,KWH,417403.48822593497,2001/02
HELMSDALE PRIMARY SCHOOL,OIL,£,7949.741671469317,2001/02
HELMSDALE PRIMARY SCHOOL,OIL,£/KWH,0.019045700133598853,2001/02
HILL OF FEARN PRIMARY SCHOOL,ELECTRICITY,KWH,97556.78515803936,2001/02
HILL OF FEARN PRIMARY SCHOOL,ELECTRICITY,£,110.52329143380662,2001/02
HILL OF FEARN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0011329123981972332,2001/02
HILTON PRIMARY SCHOOL FEARN,ELECTRICITY,KWH,329981.6626736944,2001/02
HILTON PRIMARY SCHOOL FEARN,ELECTRICITY,£,393.6090105414472,2001/02
HILTON PRIMARY SCHOOL FEARN,ELECTRICITY,£/KWH,0.0011928208596568937,2001/02
HILTON PRIMARY SCHOOL FEARN,OIL,KWH,141434.04811402134,2001/02
HILTON PRIMARY SCHOOL FEARN,OIL,£,3051.811848488549,2001/02
HILTON PRIMARY SCHOOL FEARN,OIL,£/KWH,0.021577632042520896,2001/02
HILTON PRIMARY SCHOOL INV,ELECTRICITY,KWH,455360.200936768,2001/02
HILTON PRIMARY SCHOOL INV,ELECTRICITY,£,492.8977312646372,2001/02
HILTON PRIMARY SCHOOL INV,ELECTRICITY,£/KWH,0.0010824348071057745,2001/02
HILTON PRIMARY SCHOOL INV,OIL,KWH,644880.8959605105,2001/02
HILTON PRIMARY SCHOOL INV,OIL,£,12271.397160018423,2001/02
HILTON PRIMARY SCHOOL INV,OIL,£/KWH,0.019028935787810758,2001/02
HOLM PRIMARY SCHOOL,ELECTRICITY,KWH,7588.468024632879,2001/02
HOLM PRIMARY SCHOOL,ELECTRICITY,£,1085.1437635717668,2001/02
HOLM PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1429990559424232,2001/02
HOLM PRIMARY SCHOOL,GAS,KWH,438372.53552951367,2001/02
HOLM PRIMARY SCHOOL,GAS,£,6342.915102719908,2001/02
HOLM PRIMARY SCHOOL,GAS,£/KWH,0.014469234700249299,2001/02
INVER PRIMARY SCHOOL,ELECTRICITY,KWH,142401.23333333334,2001/02
INVERGARRY PRIMARY SCHOOL,ELECTRICITY,KWH,116958.4121779859,2001/02
INVERGARRY PRIMARY SCHOOL,ELECTRICITY,£,-1980.9675818032788,2001/02
INVERGARRY PRIMARY SCHOOL,ELECTRICITY,£/KWH,-0.016937367265115282,2001/02
INVERGORDON ACADEMY,ELECTRICITY,KWH,281939.81102362217,2001/02
INVERGORDON ACADEMY,ELECTRICITY,£,1381.6637152848548,2001/02
INVERGORDON ACADEMY,ELECTRICITY,£/KWH,0.0049005626777876106,2001/02
INVERGORDON ACADEMY,OIL,KWH,833563.67679744,2001/02
INVERGORDON ACADEMY,OIL,£,15468.787722164237,2001/02
INVERGORDON ACADEMY,OIL,£/KWH,0.018557415771276734,2001/02
INVERLOCHY PRIMARY SCHOOL,ELECTRICITY,KWH,92842.55503512883,2001/02
INVERLOCHY PRIMARY SCHOOL,ELECTRICITY,£,-1592.598165690867,2001/02
INVERLOCHY PRIMARY SCHOOL,ELECTRICITY,£/KWH,-0.017153752016930986,2001/02
INVERLOCHY PRIMARY SCHOOL,OIL,KWH,393113.3389183396,2001/02
INVERLOCHY PRIMARY SCHOOL,OIL,£,7560.531843403527,2001/02
INVERLOCHY PRIMARY SCHOOL,OIL,£/KWH,0.019232447986136783,2001/02
INVERNESS CHILD GUIDANCE CENTRE,ELECTRICITY,KWH,144854.3999999999,2001/02
INVERNESS HIGH SCHOOL,ELECTRICITY,KWH,4302.078497139154,2001/02
INVERNESS HIGH SCHOOL,ELECTRICITY,£,87.56159735835752,2001/02
INVERNESS HIGH SCHOOL,ELECTRICITY,£/KWH,0.020353323961100487,2001/02
INVERNESS HIGH SCHOOL,GAS,KWH,1691054.5403693924,2001/02
INVERNESS HIGH SCHOOL,GAS,£,23357.311062291432,2001/02
INVERNESS HIGH SCHOOL,GAS,£/KWH,0.013812275420276677,2001/02
INVERNESS HIGH SCHOOL,OIL,KWH,1107.6043502295147,2001/02
INVERNESS HIGH SCHOOL,OIL,£,45.26730822677142,2001/02
INVERNESS HIGH SCHOOL,OIL,£/KWH,0.04086956521739126,2001/02
KEISS PRIMARY SCHOOL,ELECTRICITY,KWH,18782.399999999994,2001/02
KEISS PRIMARY SCHOOL,ELECTRICITY,£,1003.3237777777777,2001/02
KEISS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.053418294668294675,2001/02
KILCHOAN PRIMARY SCHOOL,ELECTRICITY,KWH,542186.1914080073,2001/02
KILCHOAN PRIMARY SCHOOL,ELECTRICITY,£,359.7835458921672,2001/02
KILCHOAN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0006635793231064087,2001/02
KILCHUIMEN ACADEMY,ELECTRICITY,KWH,663181.4803683958,2001/02
KILCHUIMEN ACADEMY,ELECTRICITY,£,1104.1311413475528,2001/02
KILCHUIMEN ACADEMY,ELECTRICITY,£/KWH,0.00166490044434626,2001/02
KILCHUIMEN ACADEMY,OIL,KWH,345792.4535382521,2001/02
KILCHUIMEN ACADEMY,OIL,£,6651.463980136192,2001/02
KILCHUIMEN ACADEMY,OIL,£/KWH,0.019235422612831534,2001/02
KILMUIR PRIMARY SCHOOL,ELECTRICITY,KWH,81800.8342117873,2001/02
KILMUIR PRIMARY SCHOOL,ELECTRICITY,£,124.23436990896022,2001/02
KILMUIR PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.001518742089931625,2001/02
KILMUIR PRIMARY SCHOOL,OIL,KWH,56739.13741209116,2001/02
KILMUIR PRIMARY SCHOOL,OIL,£,1027.9192194670036,2001/02
KILMUIR PRIMARY SCHOOL,OIL,£/KWH,0.01811658171680194,2001/02
KILTEARN PRIMARY SCHOOL,ELECTRICITY,KWH,215172.9914591191,2001/02
KILTEARN PRIMARY SCHOOL,ELECTRICITY,£,-959.7974093620614,2001/02
KILTEARN PRIMARY SCHOOL,ELECTRICITY,£/KWH,-0.004460584959355432,2001/02
KILTEARN PRIMARY SCHOOL,OIL,KWH,132667.54036368107,2001/02
KILTEARN PRIMARY SCHOOL,OIL,£,2286.6531255567897,2001/02
KILTEARN PRIMARY SCHOOL,OIL,£/KWH,0.017235965325718677,2001/02
KINGUSSIE HIGH SCHOOL,OIL,KWH,821296.8117205602,2001/02
KINGUSSIE HIGH SCHOOL,OIL,£,16008.871523715774,2001/02
KINGUSSIE HIGH SCHOOL,OIL,£/KWH,0.019492187593153187,2001/02
KINGUSSIE PRIMARY SCHOOL,OIL,KWH,323336.1937540697,2001/02
KINGUSSIE PRIMARY SCHOOL,OIL,£,6102.061294391503,2001/02
KINGUSSIE PRIMARY SCHOOL,OIL,£/KWH,0.018872187562870693,2001/02
KINLOCHEWE PRIMARY SCHOOL,ELECTRICITY,KWH,101503.22759942496,2001/02
KINLOCHEWE PRIMARY SCHOOL,ELECTRICITY,£,271.2323670340203,2001/02
KINLOCHEWE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0026721550974163986,2001/02
KINMYLIES PRIMARY SCHOOL,OIL,KWH,496777.02331381565,2001/02
KINMYLIES PRIMARY SCHOOL,OIL,£,9750.04804349567,2001/02
KINMYLIES PRIMARY SCHOOL,OIL,£/KWH,0.0196266082888792,2001/02
KNOCKBRECK PRIMARY SCHOOL SKYE,ELECTRICITY,KWH,5190.34824357967,2001/02
KNOCKBRECK PRIMARY SCHOOL SKYE,ELECTRICITY,£,291.8239159560132,2001/02
KNOCKBRECK PRIMARY SCHOOL SKYE,ELECTRICITY,£/KWH,0.056224342233103915,2001/02
KNOCKBRECK PRIMARY SCHOOL TAIN,ELECTRICITY,KWH,2823.222482435597,2001/02
KNOCKBRECK PRIMARY SCHOOL TAIN,ELECTRICITY,£,167.75182754098356,2001/02
KNOCKBRECK PRIMARY SCHOOL TAIN,ELECTRICITY,£/KWH,0.05941856463124503,2001/02
KYLE PRIMARY SCHOOL,ELECTRICITY,KWH,13103.37804278995,2001/02
KYLE PRIMARY SCHOOL,ELECTRICITY,£,805.1958470845432,2001/02
KYLE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.061449486113819105,2001/02
KYLEAKIN PRIMARY SCHOOL,ELECTRICITY,KWH,13550.303173851247,2001/02
KYLEAKIN PRIMARY SCHOOL,ELECTRICITY,£,1178.2424594031263,2001/02
KYLEAKIN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.08695321752481852,2001/02
LADY LOVAT PRIMARY SCHOOL,ELECTRICITY,KWH,347.75822139879574,2001/02
