LOCATION,TYPE,UNIT,AMOUNT,YEAR
CHARLESTON ACADEMY,ELECTRICITY,KWH,366916.7999999435,2021/22
CHARLESTON ACADEMY,ELECTRICITY,£,56730.59,2021/22
CHARLESTON ACADEMY,ELECTRICITY,£/KWH,0.15461431583402213,2021/22
CHARLESTON ACADEMY,GAS,KWH,2185007.8099999814,2021/22
CHARLESTON ACADEMY,GAS,£,53287.38,2021/22
CHARLESTON ACADEMY,GAS,£/KWH,0.024387729762851716,2021/22
CHEEKY MONKEYS PLAYGROUP,ELECTRICITY,KWH,7139.1999999859,2021/22
CHEEKY MONKEYS PLAYGROUP,ELECTRICITY,£,1005.86,2021/22
CHEEKY MONKEYS PLAYGROUP,ELECTRICITY,£/KWH,0.14089253697921147,2021/22
CLACHNAHARRY OFFICE,ELECTRICITY,KWH,27445.1999999862,2021/22
CLACHNAHARRY OFFICE,ELECTRICITY,£,4311.09,2021/22
CLACHNAHARRY OFFICE,ELECTRICITY,£/KWH,0.15707992654461136,2021/22
COULHILL PRIMARY SCHOOL,ELECTRICITY,KWH,70914.5999999731,2021/22
COULHILL PRIMARY SCHOOL,ELECTRICITY,£,11547.13,2021/22
COULHILL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16283149027145863,2021/22
COULHILL PRIMARY SCHOOL,GAS,KWH,419615.259999987,2021/22
COULHILL PRIMARY SCHOOL,GAS,£,12428.96,2021/22
COULHILL PRIMARY SCHOOL,GAS,£/KWH,0.029619895139181503,2021/22
CRADLEHALL PRIMARY SCHOOL,ELECTRICITY,KWH,41494.0999999893,2021/22
CRADLEHALL PRIMARY SCHOOL,ELECTRICITY,£,6650.55,2021/22
CRADLEHALL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16027700323664604,2021/22
CRADLEHALL PRIMARY SCHOOL,GAS,KWH,328337.7199999829,2021/22
CRADLEHALL PRIMARY SCHOOL,GAS,£,8357.23,2021/22
CRADLEHALL PRIMARY SCHOOL,GAS,£/KWH,0.025453152321336808,2021/22
CRAIGHILL PRIMARY SCHOOL,ELECTRICITY,KWH,99643.4999999798,2021/22
CRAIGHILL PRIMARY SCHOOL,ELECTRICITY,£,15766.17,2021/22
CRAIGHILL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15822577488750592,2021/22
CRAIGHILL PRIMARY SCHOOL,OIL,KWH,309986.9357140873,2021/22
CRAIGHILL PRIMARY SCHOOL,OIL,£,18353.43,2021/22
CRAIGHILL PRIMARY SCHOOL,OIL,£/KWH,0.05920710805996052,2021/22
CROMARTY PRIMARY SCHOOL,ELECTRICITY,KWH,190143.9999999698,2021/22
CROMARTY PRIMARY SCHOOL,ELECTRICITY,£,28212.12,2021/22
CROMARTY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14837239145071357,2021/22
CROSSROADS PRIMARY SCHOOL,ELECTRICITY,KWH,121843.9999999335,2021/22
CROSSROADS PRIMARY SCHOOL,ELECTRICITY,£,18576.285,2021/22
CROSSROADS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15245957946234642,2021/22
CROWN PRIMARY SCHOOL,ELECTRICITY,KWH,70228.5999999868,2021/22
CROWN PRIMARY SCHOOL,ELECTRICITY,£,11193.83,2021/22
CROWN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1593913305975358,2021/22
CROWN PRIMARY SCHOOL,GAS,KWH,528229.2899999849,2021/22
CROWN PRIMARY SCHOOL,GAS,£,14550.41,2021/22
CROWN PRIMARY SCHOOL,GAS,£/KWH,0.027545632692955017,2021/22
CROY PRIMARY SCHOOL,BIOMASS,KWH,155879.9999999862,2021/22
CROY PRIMARY SCHOOL,BIOMASS,£,11488.37,2021/22
CROY PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370008981268295,2021/22
CROY PRIMARY SCHOOL,ELECTRICITY,KWH,52899.1111110787,2021/22
CROY PRIMARY SCHOOL,ELECTRICITY,£,8496.244444444445,2021/22
CROY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16061223461021576,2021/22
CULLODEN ACADEMY,BIOMASS,KWH,292047.9999999897,2021/22
CULLODEN ACADEMY,BIOMASS,£,21523.93,2021/22
CULLODEN ACADEMY,BIOMASS,£/KWH,0.07369997397688312,2021/22
CULLODEN ACADEMY,ELECTRICITY,KWH,529222.9999999712,2021/22
CULLODEN ACADEMY,ELECTRICITY,£,78812.5,2021/22
CULLODEN ACADEMY,ELECTRICITY,£/KWH,0.1489211542204407,2021/22
CULLODEN ACADEMY,GAS,KWH,270.7899999861,2021/22
CULLODEN ACADEMY,GAS,£,5039.56,2021/22
CULLODEN ACADEMY,GAS,£/KWH,18.610583848217022,2021/22
CULLODEN ACADEMY,OIL,KWH,1465637.226922858,2021/22
CULLODEN ACADEMY,OIL,£,73937.76692307692,2021/22
CULLODEN ACADEMY,OIL,£/KWH,0.05044752245977752,2021/22
DALNEIGH PRIMARY SCHOOL,ELECTRICITY,KWH,87383.9999999806,2021/22
DALNEIGH PRIMARY SCHOOL,ELECTRICITY,£,15114.57,2021/22
DALNEIGH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.17296724800882718,2021/22
DALNEIGH PRIMARY SCHOOL,GAS,KWH,609072.7099999906,2021/22
DALNEIGH PRIMARY SCHOOL,GAS,£,16132.93,2021/22
DALNEIGH PRIMARY SCHOOL,GAS,£/KWH,0.02648769142849997,2021/22
DAVIOT PRIMARY SCHOOL,ELECTRICITY,KWH,70195.4999999731,2021/22
DAVIOT PRIMARY SCHOOL,ELECTRICITY,£,10719.77,2021/22
DAVIOT PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1527130656524152,2021/22
DESHAR PRIMARY SCHOOL,ELECTRICITY,KWH,129903.2999999657,2021/22
DESHAR PRIMARY SCHOOL,ELECTRICITY,£,20087.75,2021/22
DESHAR PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15463617937346705,2021/22
DINGWALL COMMUNITY CENTRE,ELECTRICITY,KWH,9712.5999999881,2021/22
DINGWALL COMMUNITY CENTRE,ELECTRICITY,£,1617.74,2021/22
DINGWALL COMMUNITY CENTRE,ELECTRICITY,£/KWH,0.16656096204950085,2021/22
DINGWALL PRIMARY SCHOOL,BIOMASS,KWH,490388.9999999846,2021/22
DINGWALL PRIMARY SCHOOL,BIOMASS,£,36141.68,2021/22
DINGWALL PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370002181941507,2021/22
DINGWALL PRIMARY SCHOOL,ELECTRICITY,KWH,87102.0999999852,2021/22
DINGWALL PRIMARY SCHOOL,ELECTRICITY,£,13793.09,2021/22
DINGWALL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15835542426649118,2021/22
DOCHGARROCH PRIMARY SCHOOL,ELECTRICITY,KWH,59412.3999999875,2021/22
DOCHGARROCH PRIMARY SCHOOL,ELECTRICITY,£,9459.47,2021/22
DOCHGARROCH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15921709946075213,2021/22
DORNOCH ACADEMY & PRIMARY SCHOOL,BIOMASS,KWH,239709.9999999807,2021/22
DORNOCH ACADEMY & PRIMARY SCHOOL,BIOMASS,£,17666.63,2021/22
DORNOCH ACADEMY & PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370001251512838,2021/22
DORNOCH ACADEMY & PRIMARY SCHOOL,ELECTRICITY,KWH,631143.3999999566,2021/22
DORNOCH ACADEMY & PRIMARY SCHOOL,ELECTRICITY,£,86735.69,2021/22
DORNOCH ACADEMY & PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13742628062022982,2021/22
DORNOCH ACADEMY & PRIMARY SCHOOL,OIL,KWH,74504.47499984682,2021/22
DORNOCH ACADEMY & PRIMARY SCHOOL,OIL,£,4220.3725,2021/22
DORNOCH ACADEMY & PRIMARY SCHOOL,OIL,£/KWH,0.056645892746827325,2021/22
DRAKIES PRIMARY SCHOOL,ELECTRICITY,KWH,137684.1999999868,2021/22
DRAKIES PRIMARY SCHOOL,ELECTRICITY,£,21848.7,2021/22
DRAKIES PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1586870534164566,2021/22
DRAKIES PRIMARY SCHOOL,GAS,KWH,354269.209999985,2021/22
DRAKIES PRIMARY SCHOOL,GAS,£,9446.49,2021/22
DRAKIES PRIMARY SCHOOL,GAS,£/KWH,0.02666472200618394,2021/22
DUNBEATH PRIMARY SCHOOL,ELECTRICITY,KWH,74617.2999999797,2021/22
DUNBEATH PRIMARY SCHOOL,ELECTRICITY,£,11147.12,2021/22
DUNBEATH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14939055688162173,2021/22
DUNCAN FORBES PRIMARY SCHOOL,ELECTRICITY,KWH,98067.5999999693,2021/22
DUNCAN FORBES PRIMARY SCHOOL,ELECTRICITY,£,15592.77,2021/22
DUNCAN FORBES PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1590002202562812,2021/22
DUNCAN FORBES PRIMARY SCHOOL,GAS,KWH,273751.0499999788,2021/22
DUNCAN FORBES PRIMARY SCHOOL,GAS,£,7441.3,2021/22
DUNCAN FORBES PRIMARY SCHOOL,GAS,£/KWH,0.02718272678771671,2021/22
DUNNET BAY PAVILION RANGER BASE,ELECTRICITY,KWH,13711.6999999891,2021/22
DUNNET BAY PAVILION RANGER BASE,ELECTRICITY,£,2221.68,2021/22
DUNNET BAY PAVILION RANGER BASE,ELECTRICITY,£/KWH,0.16202804903854126,2021/22
DUNVEGAN PRIMARY SCHOOL,ELECTRICITY,KWH,118550.6999999668,2021/22
DUNVEGAN PRIMARY SCHOOL,ELECTRICITY,£,16344.96,2021/22
DUNVEGAN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13787316312771308,2021/22
DURNESS PRIMARY SCHOOL,ELECTRICITY,KWH,12016.6999999905,2021/22
DURNESS PRIMARY SCHOOL,ELECTRICITY,£,1989.27,2021/22
DURNESS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16554212054903364,2021/22
DURNESS PRIMARY SCHOOL,OIL,KWH,146222.7299998613,2021/22
DURNESS PRIMARY SCHOOL,OIL,£,9718.834,2021/22
DURNESS PRIMARY SCHOOL,OIL,£/KWH,0.06646595915702859,2021/22
DUROR PRIMARY SCHOOL,ELECTRICITY,KWH,20392.2999999836,2021/22
DUROR PRIMARY SCHOOL,ELECTRICITY,£,2979.24,2021/22
DUROR PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14609632067017433,2021/22
EDDERTON PRIMARY SCHOOL,BIOMASS,KWH,182599.9999999837,2021/22
EDDERTON PRIMARY SCHOOL,BIOMASS,£,13457.62,2021/22
EDDERTON PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370000000000658,2021/22
EDDERTON PRIMARY SCHOOL,ELECTRICITY,KWH,12672.8999999721,2021/22
EDDERTON PRIMARY SCHOOL,ELECTRICITY,£,2152.97,2021/22
EDDERTON PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1698877131520599,2021/22
EDINBANE PRIMARY SCHOOL,ELECTRICITY,KWH,66464.1999999779,2021/22
EDINBANE PRIMARY SCHOOL,ELECTRICITY,£,10589.46,2021/22
EDINBANE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15932577237074277,2021/22
ELGIN RESIDENCE,BIOMASS,KWH,319268.9999999838,2021/22
ELGIN RESIDENCE,BIOMASS,£,23530.12,2021/22
ELGIN RESIDENCE,BIOMASS,£/KWH,0.07369998339958214,2021/22
ELGIN RESIDENCE,ELECTRICITY,KWH,106231.9999999835,2021/22
ELGIN RESIDENCE,ELECTRICITY,£,16525.52,2021/22
ELGIN RESIDENCE,ELECTRICITY,£/KWH,0.1555606596882537,2021/22
ELGIN RESIDENCE,OIL,KWH,2434.807262039265,2021/22
ELGIN RESIDENCE,OIL,£,128.60939899833056,2021/22
ELGIN RESIDENCE,OIL,£/KWH,0.05282118260589307,2021/22
ELGOL PRIMARY SCHOOL,ELECTRICITY,KWH,18832.0999999766,2021/22
ELGOL PRIMARY SCHOOL,ELECTRICITY,£,2988.22,2021/22
ELGOL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1586769399059963,2021/22
FARR HIGH SCHOOL,BIOMASS,KWH,646628.9999999892,2021/22
FARR HIGH SCHOOL,BIOMASS,£,47656.56,2021/22
FARR HIGH SCHOOL,BIOMASS,£/KWH,0.07370000417550217,2021/22
FARR HIGH SCHOOL,ELECTRICITY,KWH,136014.999999968,2021/22
FARR HIGH SCHOOL,ELECTRICITY,£,20486.45,2021/22
FARR HIGH SCHOOL,ELECTRICITY,£/KWH,0.15061904936959028,2021/22
FARR PRIMARY SCHOOL,ELECTRICITY,KWH,76945.9999999823,2021/22
FARR PRIMARY SCHOOL,ELECTRICITY,£,12166.86,2021/22
FARR PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15812205962626774,2021/22
FERINTOSH PRIMARY SCHOOL,ELECTRICITY,KWH,23308.9999999851,2021/22
FERINTOSH PRIMARY SCHOOL,ELECTRICITY,£,3979.13,2021/22
FERINTOSH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.17071217126442764,2021/22
FERINTOSH PRIMARY SCHOOL,OIL,KWH,83048.39999978265,2021/22
FERINTOSH PRIMARY SCHOOL,OIL,£,4056.89,2021/22
FERINTOSH PRIMARY SCHOOL,OIL,£/KWH,0.04884970691802151,2021/22
FERRY BRAE SPORTS PAVILION,ELECTRICITY,KWH,555.9999999802,2021/22
FERRY BRAE SPORTS PAVILION,ELECTRICITY,£,164.96,2021/22
FERRY BRAE SPORTS PAVILION,ELECTRICITY,£/KWH,0.29669064749258,2021/22
FORT WILLIAM GAELIC SCHOOL,BIOMASS,KWH,404851.9999999854,2021/22
FORT WILLIAM GAELIC SCHOOL,BIOMASS,£,29837.61,2021/22
FORT WILLIAM GAELIC SCHOOL,BIOMASS,£/KWH,0.0737000434726791,2021/22
FORT WILLIAM GAELIC SCHOOL,ELECTRICITY,KWH,128508.9999999835,2021/22
FORT WILLIAM GAELIC SCHOOL,ELECTRICITY,£,19765.26,2021/22
FORT WILLIAM GAELIC SCHOOL,ELECTRICITY,£/KWH,0.15380448062005414,2021/22
FORTROSE ACADEMY,ELECTRICITY,KWH,234605.9999999862,2021/22
FORTROSE ACADEMY,ELECTRICITY,£,37705.58,2021/22
FORTROSE ACADEMY,ELECTRICITY,£/KWH,0.1607187369462086,2021/22
FORTROSE ACADEMY,OIL,KWH,1207445.201162612,2021/22
FORTROSE ACADEMY,OIL,£,71519.32046511628,2021/22
FORTROSE ACADEMY,OIL,£/KWH,0.05923193897019303,2021/22
FOYERS PRIMARY SCHOOL,ELECTRICITY,KWH,55415.2999999827,2021/22
FOYERS PRIMARY SCHOOL,ELECTRICITY,£,8583.17,2021/22
FOYERS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15488809047325702,2021/22
FRASER PARK PAVILION,ELECTRICITY,KWH,4606.9999999832,2021/22
FRASER PARK PAVILION,ELECTRICITY,£,669.57,2021/22
FRASER PARK PAVILION,ELECTRICITY,£/KWH,0.1453375298464167,2021/22
FRASER PARK PAVILION,GAS,KWH,42840.6099999935,2021/22
FRASER PARK PAVILION,GAS,£,1147.9,2021/22
FRASER PARK PAVILION,GAS,£/KWH,0.026794669823799758,2021/22
FT AUGUSTUS MEMORIAL HALL SERVICE POINT,ELECTRICITY,KWH,16782.8999999886,2021/22
FT AUGUSTUS MEMORIAL HALL SERVICE POINT,ELECTRICITY,£,2698.13,2021/22
FT AUGUSTUS MEMORIAL HALL SERVICE POINT,ELECTRICITY,£/KWH,0.16076661363660827,2021/22
GAELIC PRIMARY SCHOOL INVERNESS P1/NURSERY,ELECTRICITY,KWH,68382.9999999834,2021/22
GAELIC PRIMARY SCHOOL INVERNESS P1/NURSERY,ELECTRICITY,£,12927.53,2021/22
GAELIC PRIMARY SCHOOL INVERNESS P1/NURSERY,ELECTRICITY,£/KWH,0.189045961715677,2021/22
GAIRLOCH HIGH SCHOOL,BIOMASS,KWH,738372.9999999854,2021/22
GAIRLOCH HIGH SCHOOL,BIOMASS,£,54418.09,2021/22
GAIRLOCH HIGH SCHOOL,BIOMASS,£/KWH,0.07369999986456854,2021/22
GAIRLOCH HIGH SCHOOL,ELECTRICITY,KWH,207837.9999999653,2021/22
GAIRLOCH HIGH SCHOOL,ELECTRICITY,£,34143.05,2021/22
GAIRLOCH HIGH SCHOOL,ELECTRICITY,£/KWH,0.16427722553145094,2021/22
GAIRLOCH PRIMARY SCHOOL,BIOMASS,KWH,246123.9999999833,2021/22
GAIRLOCH PRIMARY SCHOOL,BIOMASS,£,18139.36,2021/22
GAIRLOCH PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370008613544893,2021/22
GAIRLOCH PRIMARY SCHOOL,ELECTRICITY,KWH,1606.0,2021/22
GAIRLOCH PRIMARY SCHOOL,ELECTRICITY,£,283.84,2021/22
GAIRLOCH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.17673723536737235,2021/22
GERGASK PRIMARY SCHOOL,ELECTRICITY,KWH,25512.9999999912,2021/22
GERGASK PRIMARY SCHOOL,ELECTRICITY,£,3629.85,2021/22
GERGASK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14227452671192145,2021/22
GLEDFIELD PRIMARY SCHOOL,ELECTRICITY,KWH,146159.8999999405,2021/22
GLEDFIELD PRIMARY SCHOOL,ELECTRICITY,£,20980.71,2021/22
GLEDFIELD PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14354628047780915,2021/22
GLENCOE PRIMARY SCHOOL,ELECTRICITY,KWH,99203.9999999541,2021/22
GLENCOE PRIMARY SCHOOL,ELECTRICITY,£,14312.96,2021/22
GLENCOE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.144278053304369,2021/22
GLENELG PRIMARY SCHOOL,ELECTRICITY,KWH,77782.0999999783,2021/22
GLENELG PRIMARY SCHOOL,ELECTRICITY,£,10859.21,2021/22
GLENELG PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13961065592215985,2021/22
GLENURQUHART PRIMARY SCHOOL,BIOMASS,KWH,186788.9999999847,2021/22
GLENURQUHART PRIMARY SCHOOL,BIOMASS,£,13766.36,2021/22
GLENURQUHART PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370005728389321,2021/22
GLENURQUHART PRIMARY SCHOOL,ELECTRICITY,KWH,51205.1999999793,2021/22
GLENURQUHART PRIMARY SCHOOL,ELECTRICITY,£,8968.2,2021/22
GLENURQUHART PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.17514236835328495,2021/22
GLENURQUHART PRIMARY SCHOOL,OIL,KWH,17299.72928552355,2021/22
GLENURQUHART PRIMARY SCHOOL,OIL,£,953.7430714285714,2021/22
GLENURQUHART PRIMARY SCHOOL,OIL,£/KWH,0.05513052000337749,2021/22
GOLSPIE HIGH SCHOOL,BIOMASS,KWH,1912293.9999999844,2021/22
GOLSPIE HIGH SCHOOL,BIOMASS,£,140936.07,2021/22
GOLSPIE HIGH SCHOOL,BIOMASS,£/KWH,0.07370000115045132,2021/22
GOLSPIE HIGH SCHOOL,ELECTRICITY,KWH,591176.923595443,2021/22
GOLSPIE HIGH SCHOOL,ELECTRICITY,£,89619.12741573034,2021/22
GOLSPIE HIGH SCHOOL,ELECTRICITY,£/KWH,0.1515944277233983,2021/22
GOLSPIE HIGH SCHOOL,PROPANE,KWH,13913.5999999907,2021/22
GOLSPIE HIGH SCHOOL,PROPANE,£,5500.369371428572,2021/22
GOLSPIE HIGH SCHOOL,PROPANE,£/KWH,0.3953232356422672,2021/22
GOLSPIE PRIMARY SCHOOL,BIOMASS,KWH,246528.9999999824,2021/22
GOLSPIE PRIMARY SCHOOL,BIOMASS,£,18169.18,2021/22
GOLSPIE PRIMARY SCHOOL,BIOMASS,£/KWH,0.07369997038888447,2021/22
GOLSPIE PRIMARY SCHOOL,ELECTRICITY,KWH,110974.7999999658,2021/22
GOLSPIE PRIMARY SCHOOL,ELECTRICITY,£,17361.15,2021/22
GOLSPIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.156442273381032,2021/22
GRANTOWN GRAMMAR SCHOOL,ELECTRICITY,KWH,503721.399999958,2021/22
GRANTOWN GRAMMAR SCHOOL,ELECTRICITY,£,75736.02,2021/22
GRANTOWN GRAMMAR SCHOOL,ELECTRICITY,£/KWH,0.15035299274560565,2021/22
GRANTOWN GRAMMAR SCHOOL,OIL,KWH,1702506.256155741,2021/22
GRANTOWN GRAMMAR SCHOOL,OIL,£,83500.01931390977,2021/22
GRANTOWN GRAMMAR SCHOOL,OIL,£/KWH,0.04904535241030644,2021/22
GRANTOWN PRIMARY SCHOOL,BIOMASS,KWH,267338.9999999886,2021/22
GRANTOWN PRIMARY SCHOOL,BIOMASS,£,19702.91,2021/22
GRANTOWN PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370009613262876,2021/22
GRANTOWN PRIMARY SCHOOL,ELECTRICITY,KWH,123517.7999999575,2021/22
GRANTOWN PRIMARY SCHOOL,ELECTRICITY,£,18219.78,2021/22
GRANTOWN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14750732283125403,2021/22
GRANTOWN PRIMARY SCHOOL,OIL,KWH,6238.35616429872,2021/22
GRANTOWN PRIMARY SCHOOL,OIL,£,442.65205479452055,2021/22
GRANTOWN PRIMARY SCHOOL,OIL,£/KWH,0.07095652174009545,2021/22
HALKIRK PRIMARY SCHOOL,BIOMASS,KWH,-0.9999999995,2021/22
HALKIRK PRIMARY SCHOOL,BIOMASS,£,-0.07,2021/22
HALKIRK PRIMARY SCHOOL,BIOMASS,£/KWH,0.07000000003500001,2021/22
HALKIRK PRIMARY SCHOOL,ELECTRICITY,KWH,38676.5999999693,2021/22
HALKIRK PRIMARY SCHOOL,ELECTRICITY,£,6504.74,2021/22
HALKIRK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16818282889409003,2021/22
HALKIRK PRIMARY SCHOOL,OIL,KWH,578986.3928569618,2021/22
HALKIRK PRIMARY SCHOOL,OIL,£,35454.64,2021/22
HALKIRK PRIMARY SCHOOL,OIL,£/KWH,0.06123570508289829,2021/22
HELMSDALE PRIMARY SCHOOL,ELECTRICITY,KWH,34421.4999999927,2021/22
HELMSDALE PRIMARY SCHOOL,ELECTRICITY,£,5541.82,2021/22
HELMSDALE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16099879435821143,2021/22
HELMSDALE PRIMARY SCHOOL,OIL,KWH,318805.2439022181,2021/22
HELMSDALE PRIMARY SCHOOL,OIL,£,19226.62707317073,2021/22
HELMSDALE PRIMARY SCHOOL,OIL,£/KWH,0.06030837773505318,2021/22
HILL OF FEARN PRIMARY SCHOOL,ELECTRICITY,KWH,66076.3130434493,2021/22
HILL OF FEARN PRIMARY SCHOOL,ELECTRICITY,£,9515.689347826086,2021/22
HILL OF FEARN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14401059789109186,2021/22
HILTON PRIMARY SCHOOL FEARN,BIOMASS,KWH,223198.9999999889,2021/22
HILTON PRIMARY SCHOOL FEARN,BIOMASS,£,16449.76,2021/22
HILTON PRIMARY SCHOOL FEARN,BIOMASS,£/KWH,0.07369997177407074,2021/22
HILTON PRIMARY SCHOOL FEARN,ELECTRICITY,KWH,59118.3999999749,2021/22
HILTON PRIMARY SCHOOL FEARN,ELECTRICITY,£,9486.27,2021/22
HILTON PRIMARY SCHOOL FEARN,ELECTRICITY,£/KWH,0.16046222495879503,2021/22
HILTON PRIMARY SCHOOL FEARN,OIL,KWH,11044.207317055498,2021/22
HILTON PRIMARY SCHOOL FEARN,OIL,£,576.0060975609756,2021/22
HILTON PRIMARY SCHOOL FEARN,OIL,£/KWH,0.05215458937206413,2021/22
HILTON PRIMARY SCHOOL INV,BIOMASS,KWH,271388.9999999897,2021/22
HILTON PRIMARY SCHOOL INV,BIOMASS,£,20001.39,2021/22
HILTON PRIMARY SCHOOL INV,BIOMASS,£/KWH,0.07370007627428067,2021/22
HILTON PRIMARY SCHOOL INV,ELECTRICITY,KWH,100096.4280898569,2021/22
HILTON PRIMARY SCHOOL INV,ELECTRICITY,£,16079.357415730337,2021/22
HILTON PRIMARY SCHOOL INV,ELECTRICITY,£/KWH,0.1606386733530176,2021/22
HILTON PRIMARY SCHOOL INV,GAS,KWH,159504.8099999778,2021/22
HILTON PRIMARY SCHOOL INV,GAS,£,4263.43,2021/22
HILTON PRIMARY SCHOOL INV,GAS,£/KWH,0.026729162587639795,2021/22
HOLM PRIMARY SCHOOL,ELECTRICITY,KWH,18201.6999999734,2021/22
HOLM PRIMARY SCHOOL,ELECTRICITY,£,2942.39,2021/22
HOLM PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.16165468060699276,2021/22
HOLM PRIMARY SCHOOL,GAS,KWH,458919.5399999694,2021/22
HOLM PRIMARY SCHOOL,GAS,£,11858.8,2021/22
HOLM PRIMARY SCHOOL,GAS,£/KWH,0.02584069529922563,2021/22
INVER PRIMARY SCHOOL,ELECTRICITY,KWH,75901.9999999809,2021/22
INVER PRIMARY SCHOOL,ELECTRICITY,£,10630.42,2021/22
INVER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1400545440173207,2021/22
INVERGARRY PRIMARY SCHOOL,ELECTRICITY,KWH,55846.3999999845,2021/22
INVERGARRY PRIMARY SCHOOL,ELECTRICITY,£,9113.7,2021/22
INVERGARRY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1631922559019477,2021/22
INVERGORDON ACADEMY,BIOMASS,KWH,627777.9999999831,2021/22
INVERGORDON ACADEMY,BIOMASS,£,46267.23,2021/22
INVERGORDON ACADEMY,BIOMASS,£/KWH,0.07369998630089179,2021/22
INVERGORDON ACADEMY,ELECTRICITY,KWH,192734.4999999387,2021/22
INVERGORDON ACADEMY,ELECTRICITY,£,31843.54,2021/22
INVERGORDON ACADEMY,ELECTRICITY,£/KWH,0.16521971935491636,2021/22
INVERGORDON ACADEMY,OIL,KWH,868732.9424998364,2021/22
INVERGORDON ACADEMY,OIL,£,52508.5025,2021/22
INVERGORDON ACADEMY,OIL,£/KWH,0.06044262848937594,2021/22
INVERLOCHY PRIMARY SCHOOL,BIOMASS,KWH,117547.9999999792,2021/22
INVERLOCHY PRIMARY SCHOOL,BIOMASS,£,8663.3,2021/22
INVERLOCHY PRIMARY SCHOOL,BIOMASS,£/KWH,0.07370010548883461,2021/22
INVERLOCHY PRIMARY SCHOOL,ELECTRICITY,KWH,70675.4999999643,2021/22
INVERLOCHY PRIMARY SCHOOL,ELECTRICITY,£,11507.45,2021/22
INVERLOCHY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1628209209698667,2021/22
INVERLOCHY PRIMARY SCHOOL,OIL,KWH,199247.84999958184,2021/22
INVERLOCHY PRIMARY SCHOOL,OIL,£,12310.107608695653,2021/22
INVERLOCHY PRIMARY SCHOOL,OIL,£/KWH,0.06178288803980313,2021/22
INVERNESS CHILD GUIDANCE CENTRE,ELECTRICITY,KWH,54165.4999999789,2021/22
INVERNESS CHILD GUIDANCE CENTRE,ELECTRICITY,£,8636.94,2021/22
INVERNESS CHILD GUIDANCE CENTRE,ELECTRICITY,£/KWH,0.15945463440757243,2021/22
INVERNESS HIGH SCHOOL,BIOMASS,KWH,1272926.9999999653,2021/22
INVERNESS HIGH SCHOOL,BIOMASS,£,93814.71,2021/22
INVERNESS HIGH SCHOOL,BIOMASS,£/KWH,0.07369999222265107,2021/22
INVERNESS HIGH SCHOOL,ELECTRICITY,KWH,291018.9999999662,2021/22
INVERNESS HIGH SCHOOL,ELECTRICITY,£,50059.44,2021/22
INVERNESS HIGH SCHOOL,ELECTRICITY,£/KWH,0.1720143358337628,2021/22
